Tikr,KPI,Mar_2010,Mar_2011,Mar_2012,Mar_2013,Mar_2014,Mar_2015,Mar_2016,Mar_2017,Mar_2018,Mar_2019,Mar_2020,Mar_2021,TTM,Dec_2009,Dec_2010,Dec_2011,Dec_2012,Dec_2013,Dec_2014,Dec_2015,Dec_2016,Dec_2017,Dec_2018,Dec_2019,Dec_2020,Jun_2010,Jun_2011,Jun_2012,Jun_2013,Jun_2014,Jun_2015,Jun_2016,Jun_2017,Jun_2018,Jun_2019,Jun_2020,Jun_2021,Sep_2009,Sep_2010,Sep_2011,Sep_2012,Sep_2006,Sep_2007,Sep_2008,Mar_2009,Jun_2009,Sep_2013,Sep_2014,Sep_2015,Sep_2016,Sep_2017,Sep_2018,Sep_2019,Sep_2020,Mar_2008,Nov_2009,Dec_2008,Oct_2010,Oct_2011,Oct_2012,Oct_2013,Mar_2007,Mar_2006,Jun_2007,Jun_2008,Mar_2004,Mar_2003
APOLSINHOT,Other Income,10,0,0,0,1,1,-4,0,2,4,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLSINHOT,Interest,0,0,0,0,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLSINHOT,Depreciation,0,0,0,0,0,0,1,1,1,1,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLSINHOT,Profit before tax,7,2,2,3,3,3,-3,10,10,13,14,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLSINHOT,Tax %,27%,44%,37%,33%,32%,33%,28%,35%,32%,27%,24%,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLSINHOT,Net Profit,5,1,1,2,2,2,-2,7,7,10,10,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLSINHOT,EPS in Rs,18.54,5.15,5.62,7.27,7.85,8.88,-9.31,26.04,27.04,37.84,39.57,25.15,38.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOLSINHOT,Dividend Payout %,5%,24%,22%,21%,19%,17%,0%,6%,9%,8%,5%,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULPOLY,Sales +,204,254,268,277,319,395,433,492,616,674,621,766,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULPOLY,Expenses +,169,217,231,232,273,341,372,431,547,590,552,635,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULPOLY,Operating Profit,35,37,37,45,47,54,61,60,69,84,69,131,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULPOLY,OPM %,17%,14%,14%,16%,15%,14%,14%,12%,11%,12%,11%,17%,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULPOLY,Other Income,1,1,1,2,2,3,5,4,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULPOLY,Interest,5,4,3,4,4,3,4,6,11,14,11,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULPOLY,Depreciation,15,14,13,14,14,23,24,28,36,44,31,33,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULPOLY,Profit before tax,15,19,22,29,32,32,38,30,24,27,27,94,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULPOLY,Tax %,13%,13%,17%,16%,14%,20%,19%,10%,23%,21%,25%,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULPOLY,Net Profit,13,16,18,24,27,25,30,27,18,21,21,62,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULPOLY,EPS in Rs,3.09,3.86,4.24,5.72,6.43,5.74,6.59,5.83,3.89,4.57,4.39,13.31,20.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULPOLY,Dividend Payout %,8%,6%,6%,9%,8%,12%,11%,39%,18%,15%,16%,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITEDTEA,Sales +,28,28,32,37,49,51,57,54,62,66,63,66,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITEDTEA,Expenses +,25,24,27,29,38,39,42,42,49,52,50,56,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITEDTEA,Operating Profit,4,4,5,8,11,12,14,13,13,14,13,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITEDTEA,OPM %,13%,15%,16%,21%,23%,24%,25%,23%,21%,21%,20%,16%,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITEDTEA,Other Income,3,1,1,1,1,2,2,2,5,6,4,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITEDTEA,Interest,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITEDTEA,Depreciation,1,1,1,1,2,2,3,3,3,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITEDTEA,Profit before tax,6,4,5,7,10,11,14,12,15,17,14,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITEDTEA,Tax %,22%,25%,19%,18%,23%,23%,25%,25%,21%,15%,23%,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITEDTEA,Net Profit,5,3,4,6,8,9,10,9,12,14,11,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITEDTEA,EPS in Rs,9.51,6.50,8.45,11.49,15.53,17.41,20.47,18.33,24.32,28.76,21.43,24.52,25.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITEDTEA,Dividend Payout %,29%,35%,27%,20%,17%,16%,13%,15%,11%,9%,13%,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKTIPUMP,Sales +,,122,168,210,297,299,264,408,412,521,357,887,1113,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKTIPUMP,Expenses +,,102,137,179,252,252,243,349,342,447,355,766,990,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKTIPUMP,Operating Profit,,19,31,32,45,47,21,59,70,74,2,121,123,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKTIPUMP,OPM %,,16%,18%,15%,15%,16%,8%,14%,17%,14%,1%,14%,11%,,,,,,,,,,,,,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKTIPUMP,Other Income,,6,1,7,10,11,8,2,3,3,4,3,6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKTIPUMP,Interest,,6,9,12,13,13,14,16,14,17,19,14,11,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKTIPUMP,Depreciation,,3,4,5,7,10,12,13,14,15,16,17,17,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKTIPUMP,Profit before tax,,17,19,21,36,35,3,32,45,45,-29,93,100,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKTIPUMP,Tax %,,19%,24%,13%,26%,27%,43%,32%,38%,31%,30%,34%,,,,,,,,,,,,,,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKTIPUMP,Net Profit,,13,14,18,27,26,2,22,28,31,-20,61,72,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKTIPUMP,EPS in Rs,,10.50,10.09,12.10,17.39,15.36,1.18,11.88,15.15,17.10,-11.11,33.28,39.20,,,,,,,,,,,,,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKTIPUMP,Dividend Payout %,,5%,10%,8%,12%,13%,0%,17%,24%,29%,0%,24%,,,,,,,,,,,,,,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCHHL,Sales +,212,217,244,315,320,271,281,257,235,213,127,46,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCHHL,Expenses +,161,158,173,211,230,212,228,207,190,171,112,46,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCHHL,Operating Profit,52,59,71,103,91,59,53,49,45,42,15,0,-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCHHL,OPM %,24%,27%,29%,33%,28%,22%,19%,19%,19%,20%,12%,1%,-0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCHHL,Other Income,0,0,2,4,1,2,12,4,1,2,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCHHL,Interest,9,19,28,53,52,49,48,41,38,42,39,28,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCHHL,Depreciation,13,18,20,24,28,19,20,19,18,17,17,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCHHL,Profit before tax,29,21,26,30,12,-7,-2,-7,-10,-15,-40,-38,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCHHL,Tax %,39%,48%,48%,45%,92%,-72%,-519%,-113%,-72%,-42%,-12%,-8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCHHL,Net Profit,18,11,13,17,1,-11,-11,-15,-17,-22,-45,-41,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCHHL,EPS in Rs,2.11,1.25,1.49,1.88,0.06,-0.69,-0.70,-0.91,-1.06,-1.34,-2.75,-2.54,-1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCHHL,Dividend Payout %,5%,8%,7%,5%,170%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBODHARA,Sales +,50,76,76,98,112,133,119,131,167,175,175,118,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBODHARA,Expenses +,45,67,66,81,97,114,101,113,146,158,155,95,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBODHARA,Operating Profit,5,9,10,16,15,19,18,18,20,17,20,23,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBODHARA,OPM %,10%,11%,13%,17%,14%,14%,15%,14%,12%,10%,11%,20%,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBODHARA,Other Income,0,0,-0,-0,0,0,0,0,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBODHARA,Interest,2,3,5,6,6,7,5,3,7,2,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBODHARA,Depreciation,2,2,3,5,5,6,6,6,6,6,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBODHARA,Profit before tax,1,4,2,5,4,6,7,9,8,10,9,15,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBODHARA,Tax %,39%,31%,143%,38%,14%,14%,32%,24%,29%,21%,22%,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBODHARA,Net Profit,1,2,-1,3,4,5,4,7,6,8,7,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBODHARA,EPS in Rs,0.88,2.76,-0.76,3.65,4.02,5.66,4.96,7.71,6.21,7.90,7.16,10.20,17.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBODHARA,Dividend Payout %,57%,19%,-65%,14%,12%,13%,15%,13%,16%,13%,7%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPLTD,Sales +,142,186,244,274,309,339,315,303,299,357,349,280,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPLTD,Expenses +,117,156,200,242,273,317,286,277,280,332,330,263,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPLTD,Operating Profit,24,29,45,32,36,22,29,27,19,25,19,17,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPLTD,OPM %,17%,16%,18%,12%,12%,7%,9%,9%,6%,7%,5%,6%,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPLTD,Other Income,3,4,5,3,1,8,0,3,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPLTD,Interest,2,2,4,6,7,5,4,4,4,5,8,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPLTD,Depreciation,4,5,7,10,12,15,14,14,13,13,13,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPLTD,Profit before tax,21,26,38,18,18,11,11,12,2,8,-2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPLTD,Tax %,35%,32%,33%,34%,39%,20%,24%,31%,60%,23%,233%,-141%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPLTD,Net Profit,14,18,26,12,11,9,8,8,1,6,3,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPLTD,EPS in Rs,103.58,132.15,192.90,87.83,81.23,66.53,60.15,62.18,7.35,47.85,22.50,12.30,67.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRPLTD,Dividend Payout %,19%,17%,17%,17%,20%,17%,17%,16%,17%,17%,24%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENUSPAPER,Sales +,,,0.0,,247,288,314,306,346,431,254,286,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENUSPAPER,Expenses +,,,0.0,,228,262,288,284,309,401,227,260,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENUSPAPER,Operating Profit,,,0.0,,19,26,26,22,36,30,27,26,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENUSPAPER,OPM %,,,,,8%,9%,8%,7%,10%,7%,11%,9%,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENUSPAPER,Other Income,,,0.0,,7,4,1,6,5,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENUSPAPER,Interest,,,0.0,,6,6,6,6,6,8,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENUSPAPER,Depreciation,,,0.0,,7,10,12,12,13,13,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENUSPAPER,Profit before tax,,,0.0,,13,14,9,9,23,12,9,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENUSPAPER,Tax %,,,,,22%,33%,45%,26%,34%,33%,-4%,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENUSPAPER,Net Profit,,,0.0,,10,10,5,7,15,8,9,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENUSPAPER,EPS in Rs,,,0.0,,0.40,0.37,0.18,0.27,0.58,0.30,0.35,0.30,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENUSPAPER,Dividend Payout %,,,,,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLDTKPAC,Sales +,118,146,170,187,245,276,267,301,339,394,437,479,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLDTKPAC,Expenses +,102,127,149,167,215,235,221,249,276,322,357,383,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLDTKPAC,Operating Profit,17,19,21,20,30,40,46,52,64,72,80,96,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLDTKPAC,OPM %,14%,13%,13%,11%,12%,15%,17%,17%,19%,18%,18%,20%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLDTKPAC,Other Income,1,0,0,-0,-1,1,0,2,1,-10,-2,-1,-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLDTKPAC,Interest,2,3,4,6,9,8,1,2,4,7,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLDTKPAC,Depreciation,4,4,4,5,7,8,8,10,12,15,19,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLDTKPAC,Profit before tax,11,12,13,9,14,25,37,41,49,40,49,64,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLDTKPAC,Tax %,33%,33%,28%,34%,35%,33%,34%,35%,35%,40%,22%,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLDTKPAC,Net Profit,7,8,9,6,9,17,24,27,32,24,38,48,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLDTKPAC,EPS in Rs,4.49,4.88,4.09,2.51,3.94,5.98,8.55,9.54,11.24,8.55,13.49,17.31,22.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLDTKPAC,Dividend Payout %,33%,50%,60%,49%,37%,33%,37%,37%,35%,46%,36%,41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENLAM,Sales +,,,,,0,845,937,970,1061,1196,1227,1126,1441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENLAM,Expenses +,,,,,0,753,813,846,924,1057,1066,962,1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENLAM,Operating Profit,,,,,-0,92,124,124,137,139,162,164,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENLAM,OPM %,,,,,,11%,13%,13%,13%,12%,13%,15%,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENLAM,Other Income,,,,,0,1,1,2,2,2,22,-9,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENLAM,Interest,,,,,0,28,28,25,16,15,20,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENLAM,Depreciation,,,,,0,30,32,33,33,34,49,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENLAM,Profit before tax,,,,,-0,36,65,67,90,91,114,87,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENLAM,Tax %,,,,,0%,25%,38%,36%,34%,29%,19%,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENLAM,Net Profit,,,,,-0,27,40,43,59,65,93,67,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENLAM,EPS in Rs,,,,,-1.00,11.03,16.71,17.74,24.53,26.96,38.38,27.70,38.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENLAM,Dividend Payout %,,,,,0%,5%,6%,8%,10%,11%,10%,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISHNU,Sales +,202,287,329,325,352,418,463,439,562,668,571,573,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISHNU,Expenses +,164,236,274,269,288,339,378,379,492,585,504,512,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISHNU,Operating Profit,38,52,55,56,64,79,86,60,70,83,67,61,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISHNU,OPM %,19%,18%,17%,17%,18%,19%,18%,14%,12%,12%,12%,11%,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISHNU,Other Income,2,3,2,2,1,1,2,7,8,4,9,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISHNU,Interest,23,27,33,35,31,34,35,41,44,44,37,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISHNU,Depreciation,10,10,11,12,13,12,12,13,16,18,17,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISHNU,Profit before tax,7,16,13,11,21,34,41,12,17,25,21,22,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISHNU,Tax %,77%,30%,36%,34%,38%,36%,36%,57%,45%,52%,38%,-2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISHNU,Net Profit,2,11,9,7,13,22,26,5,9,12,13,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISHNU,EPS in Rs,1.35,9.58,7.13,6.14,10.98,18.34,21.80,4.49,7.89,10.20,11.07,19.04,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISHNU,Dividend Payout %,0%,0%,0%,0%,0%,11%,5%,0%,13%,10%,9%,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANECOS,Sales +,199,291,386,435,499,623,647,674,753,1020,889,751,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANECOS,Expenses +,175,256,344,387,445,560,573,595,667,887,776,666,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANECOS,Operating Profit,24,35,42,48,55,63,74,79,87,133,112,85,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANECOS,OPM %,12%,12%,11%,11%,11%,10%,11%,12%,12%,13%,13%,11%,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANECOS,Other Income,0,1,2,-0,-0,2,1,2,2,1,7,11,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANECOS,Interest,8,7,11,10,16,20,20,15,15,10,8,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANECOS,Depreciation,7,9,11,11,13,19,21,21,20,26,28,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANECOS,Profit before tax,10,20,21,26,26,26,34,46,54,97,83,60,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
